Year,Category code,Category name,Fuel,Gas,Units,Value
1990,1.A.,Fuel combustion,All fuels except biomass,CO2,kt,39396.29562641354
1990,1.A.,Fuel combustion,All fuels except biomass,CH4,kt,22.690341227923835
1990,1.A.,Fuel combustion,All fuels except biomass,N2O,kt,1.6360152198760387
1990,1.A.,Fuel combustion,Liquid fuels,CO2,kt,29061.10060712823
1990,1.A.,Fuel combustion,Liquid fuels,CH4,kt,4.920748999048198
1990,1.A.,Fuel combustion,Liquid fuels,N2O,kt,0.7522996506264081
1990,1.A.,Fuel combustion,Solid fuels,CO2,kt,10322.967750914238
1990,1.A.,Fuel combustion,Solid fuels,CH4,kt,0.16969085155658087
1990,1.A.,Fuel combustion,Solid fuels,N2O,kt,0.1430240595413306
1990,1.A.,Fuel combustion,Gaseous fuels,CO2,kt,0.0123253034746821
1990,1.A.,Fuel combustion,Gaseous fuels,CH4,kt,1.108527e-05
1990,1.A.,Fuel combustion,Gaseous fuels,N2O,kt,2.436944e-07
1990,1.A.,Fuel combustion,Other fossil fuels,CO2,kt,12.2149430676
1990,1.A.,Fuel combustion,Other fossil fuels,CH4,kt,0.00051623416388816
1990,1.A.,Fuel combustion,Other fossil fuels,N2O,kt,0.0002993858595
1990,1.A.,Fuel combustion,Peat,CO2,kt,NO
1990,1.A.,Fuel combustion,Peat,CH4,kt,NO
1990,1.A.,Fuel combustion,Peat,N2O,kt,NO
1990,1.A.,Fuel combustion,Biomass,CO2,kt,10964.49950197533
1990,1.A.,Fuel combustion,Biomass,CH4,kt,17.599374057885168
1990,1.A.,Fuel combustion,Biomass,N2O,kt,0.7403918801544
1990,1.A.1.,Energy industries,All fuels except biomass,CO2,kt,16365.601320685204
1990,1.A.1.,Energy industries,All fuels except biomass,CH4,kt,0.23848758592667757
1990,1.A.1.,Energy industries,All fuels except biomass,N2O,kt,0.16283679004741042
1990,1.A.1.,Energy industries,Liquid fuels,CO2,kt,8354.136258028138
1990,1.A.1.,Energy industries,Liquid fuels,CH4,kt,0.13350911192667758
1990,1.A.1.,Energy industries,Liquid fuels,N2O,kt,0.035942275457410425
1990,1.A.1.,Energy industries,Solid fuels,CO2,kt,8011.4650626570665
1990,1.A.1.,Energy industries,Solid fuels,CH4,kt,0.104978474
1990,1.A.1.,Energy industries,Solid fuels,N2O,kt,0.12689451459
1990,1.A.1.,Energy industries,Gaseous fuels,CO2,kt,NO
1990,1.A.1.,Energy industries,Gaseous fuels,CH4,kt,NO
1990,1.A.1.,Energy industries,Gaseous fuels,N2O,kt,NO
1990,1.A.1.,Energy industries,Other fossil fuels,CO2,kt,NO
1990,1.A.1.,Energy industries,Other fossil fuels,CH4,kt,NO
1990,1.A.1.,Energy industries,Other fossil fuels,N2O,kt,NO
1990,1.A.1.,Energy industries,Peat,CO2,kt,NO
1990,1.A.1.,Energy industries,Peat,CH4,kt,NO
1990,1.A.1.,Energy industries,Peat,N2O,kt,NO
1990,1.A.1.,Energy industries,Biomass,CO2,kt,NO
1990,1.A.1.,Energy industries,Biomass,CH4,kt,NO
1990,1.A.1.,Energy industries,Biomass,N2O,kt,NO
1990,1.A.1.a.,Public electricity and heat production,All fuels except biomass,CO2,kt,14354.84068775615
1990,1.A.1.a.,Public electricity and heat production,All fuels except biomass,CH4,kt,0.1620319519904609
1990,1.A.1.a.,Public electricity and heat production,All fuels except biomass,N2O,kt,0.1531041453980922
1990,1.A.1.a.,Public electricity and heat production,Liquid fuels,CO2,kt,6434.11343340415
1990,1.A.1.a.,Public electricity and heat production,Liquid fuels,CH4,kt,0.0774875219904609
1990,1.A.1.a.,Public electricity and heat production,Liquid fuels,N2O,kt,0.0262875003980922
1990,1.A.1.a.,Public electricity and heat production,Solid fuels,CO2,kt,7920.727254352
1990,1.A.1.a.,Public electricity and heat production,Solid fuels,CH4,kt,0.08454443
1990,1.A.1.a.,Public electricity and heat production,Solid fuels,N2O,kt,0.126816645
1990,1.A.1.a.,Public electricity and heat production,Gaseous fuels,CO2,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Gaseous fuels,CH4,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Gaseous fuels,N2O,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Other fossil fuels,CO2,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Other fossil fuels,CH4,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Other fossil fuels,N2O,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Peat,CO2,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Peat,CH4,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Peat,N2O,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Biomass,CO2,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Biomass,CH4,kt,NO
1990,1.A.1.a.,Public electricity and heat production,Biomass,N2O,kt,NO
1990,1.A.1.b.,Petroleum refining,All fuels except biomass,CO2,kt,1870.04682359469
1990,1.A.1.b.,Petroleum refining,All fuels except biomass,CH4,kt,0.0540768678369791
1990,1.A.1.b.,Petroleum refining,All fuels except biomass,N2O,kt,0.00926583063947071
1990,1.A.1.b.,Petroleum refining,Liquid fuels,CO2,kt,1870.04682359469
1990,1.A.1.b.,Petroleum refining,Liquid fuels,CH4,kt,0.0540768678369791
1990,1.A.1.b.,Petroleum refining,Liquid fuels,N2O,kt,0.00926583063947071
1990,1.A.1.b.,Petroleum refining,Solid fuels,CO2,kt,NO
1990,1.A.1.b.,Petroleum refining,Solid fuels,CH4,kt,NO
1990,1.A.1.b.,Petroleum refining,Solid fuels,N2O,kt,NO
1990,1.A.1.b.,Petroleum refining,Gaseous fuels,CO2,kt,NO
1990,1.A.1.b.,Petroleum refining,Gaseous fuels,CH4,kt,NO
1990,1.A.1.b.,Petroleum refining,Gaseous fuels,N2O,kt,NO
1990,1.A.1.b.,Petroleum refining,Other fossil fuels,CO2,kt,NO
1990,1.A.1.b.,Petroleum refining,Other fossil fuels,CH4,kt,NO
1990,1.A.1.b.,Petroleum refining,Other fossil fuels,N2O,kt,NO
1990,1.A.1.b.,Petroleum refining,Peat,CO2,kt,NO
1990,1.A.1.b.,Petroleum refining,Peat,CH4,kt,NO
1990,1.A.1.b.,Petroleum refining,Peat,N2O,kt,NO
1990,1.A.1.b.,Petroleum refining,Biomass,CO2,kt,NO
1990,1.A.1.b.,Petroleum refining,Biomass,CH4,kt,NO
1990,1.A.1.b.,Petroleum refining,Biomass,N2O,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,All fuels except biomass,CO2,kt,140.7138093343639
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,All fuels except biomass,CH4,kt,0.022378766099237567
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,All fuels except biomass,N2O,kt,0.00046681400984751296
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Liquid fuels,CO2,kt,49.9760010292973
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Liquid fuels,CH4,kt,0.00194472209923757
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Liquid fuels,N2O,kt,0.000388944419847513
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Solid fuels,CO2,kt,90.7378083050666
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Solid fuels,CH4,kt,0.020434044
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Solid fuels,N2O,kt,7.786959e-05
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Gaseous fuels,CO2,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Gaseous fuels,CH4,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Gaseous fuels,N2O,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Other fossil fuels,CO2,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Other fossil fuels,CH4,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Other fossil fuels,N2O,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Peat,CO2,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Peat,CH4,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Peat,N2O,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Biomass,CO2,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Biomass,CH4,kt,NO
1990,1.A.1.c.,Manufacture of solid fuels and other energy industries,Biomass,N2O,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,All fuels except biomass,CO2,kt,90.7378083050666
1990,1.A.1.c.i.,Manufacture of solid fuels,All fuels except biomass,CH4,kt,0.020434044
1990,1.A.1.c.i.,Manufacture of solid fuels,All fuels except biomass,N2O,kt,7.786959e-05
1990,1.A.1.c.i.,Manufacture of solid fuels,Liquid fuels,CO2,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Liquid fuels,CH4,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Liquid fuels,N2O,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Solid fuels,CO2,kt,90.7378083050666
1990,1.A.1.c.i.,Manufacture of solid fuels,Solid fuels,CH4,kt,0.020434044
1990,1.A.1.c.i.,Manufacture of solid fuels,Solid fuels,N2O,kt,7.786959e-05
1990,1.A.1.c.i.,Manufacture of solid fuels,Gaseous fuels,CO2,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Gaseous fuels,CH4,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Gaseous fuels,N2O,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Other fossil fuels,CO2,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Other fossil fuels,CH4,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Other fossil fuels,N2O,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Peat,CO2,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Peat,CH4,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Peat,N2O,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Biomass,CO2,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Biomass,CH4,kt,NO
1990,1.A.1.c.i.,Manufacture of solid fuels,Biomass,N2O,kt,NO
1990,1.A.1.c.iii.,Other energy industries,All fuels except biomass,CO2,kt,49.9760010292973
1990,1.A.1.c.iii.,Other energy industries,All fuels except biomass,CH4,kt,0.00194472209923757
1990,1.A.1.c.iii.,Other energy industries,All fuels except biomass,N2O,kt,0.000388944419847513
1990,1.A.1.c.iii.,Other energy industries,Liquid fuels,CO2,kt,49.9760010292973
1990,1.A.1.c.iii.,Other energy industries,Liquid fuels,CH4,kt,0.00194472209923757
1990,1.A.1.c.iii.,Other energy industries,Liquid fuels,N2O,kt,0.000388944419847513
1990,1.A.1.c.iii.,Other energy industries,Solid fuels,CO2,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Solid fuels,CH4,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Solid fuels,N2O,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Gaseous fuels,CO2,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Gaseous fuels,CH4,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Gaseous fuels,N2O,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Other fossil fuels,CO2,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Other fossil fuels,CH4,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Other fossil fuels,N2O,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Peat,CO2,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Peat,CH4,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Peat,N2O,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Biomass,CO2,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Biomass,CH4,kt,NO
1990,1.A.1.c.iii.,Other energy industries,Biomass,N2O,kt,NO
1990,1.A.2.,Manufacturing industries and construction,All fuels except biomass,CO2,kt,8853.268825191311
1990,1.A.2.,Manufacturing industries and construction,All fuels except biomass,CH4,kt,1.2428322260256768
1990,1.A.2.,Manufacturing industries and construction,All fuels except biomass,N2O,kt,0.3982437166748113
1990,1.A.2.,Manufacturing industries and construction,Liquid fuels,CO2,kt,6529.644349429413
1990,1.A.2.,Manufacturing industries and construction,Liquid fuels,CH4,kt,0.5749157796120387
1990,1.A.2.,Manufacturing industries and construction,Liquid fuels,N2O,kt,0.17406472883230853
1990,1.A.2.,Manufacturing industries and construction,Solid fuels,CO2,kt,2311.3972073908244
1990,1.A.2.,Manufacturing industries and construction,Solid fuels,CH4,kt,0.06471018232558089
1990,1.A.2.,Manufacturing industries and construction,Solid fuels,N2O,kt,0.0161278985283306
1990,1.A.2.,Manufacturing industries and construction,Gaseous fuels,CO2,kt,0.0123253034746821
1990,1.A.2.,Manufacturing industries and construction,Gaseous fuels,CH4,kt,1.108527e-05
1990,1.A.2.,Manufacturing industries and construction,Gaseous fuels,N2O,kt,2.436944e-07
1990,1.A.2.,Manufacturing industries and construction,Other fossil fuels,CO2,kt,12.2149430676
1990,1.A.2.,Manufacturing industries and construction,Other fossil fuels,CH4,kt,0.00051623416388816
1990,1.A.2.,Manufacturing industries and construction,Other fossil fuels,N2O,kt,0.0002993858595
1990,1.A.2.,Manufacturing industries and construction,Peat,CO2,kt,NO
1990,1.A.2.,Manufacturing industries and construction,Peat,CH4,kt,NO
1990,1.A.2.,Manufacturing industries and construction,Peat,N2O,kt,NO
1990,1.A.2.,Manufacturing industries and construction,Biomass,CO2,kt,4938.27074674352
1990,1.A.2.,Manufacturing industries and construction,Biomass,CH4,kt,0.6026789446541689
1990,1.A.2.,Manufacturing industries and construction,Biomass,N2O,kt,0.20775145976027212
1990,1.A.2.a.,Iron and steel,All fuels except biomass,CO2,kt,373.282940006034
1990,1.A.2.a.,Iron and steel,All fuels except biomass,CH4,kt,0.005615089654885681
1990,1.A.2.a.,Iron and steel,All fuels except biomass,N2O,kt,0.00096636868309768
1990,1.A.2.a.,Iron and steel,Liquid fuels,CO2,kt,109.081178871005
1990,1.A.2.a.,Iron and steel,Liquid fuels,CH4,kt,0.00385837052453558
1990,1.A.2.a.,Iron and steel,Liquid fuels,N2O,kt,0.000746065575912516
1990,1.A.2.a.,Iron and steel,Solid fuels,CO2,kt,264.201761135029
1990,1.A.2.a.,Iron and steel,Solid fuels,CH4,kt,0.0017567191303501
1990,1.A.2.a.,Iron and steel,Solid fuels,N2O,kt,0.000220303107185164
1990,1.A.2.a.,Iron and steel,Gaseous fuels,CO2,kt,NO
1990,1.A.2.a.,Iron and steel,Gaseous fuels,CH4,kt,NO
1990,1.A.2.a.,Iron and steel,Gaseous fuels,N2O,kt,NO
1990,1.A.2.a.,Iron and steel,Other fossil fuels,CO2,kt,NO
1990,1.A.2.a.,Iron and steel,Other fossil fuels,CH4,kt,NO
1990,1.A.2.a.,Iron and steel,Other fossil fuels,N2O,kt,NO
1990,1.A.2.a.,Iron and steel,Peat,CO2,kt,NO
1990,1.A.2.a.,Iron and steel,Peat,CH4,kt,NO
1990,1.A.2.a.,Iron and steel,Peat,N2O,kt,NO
1990,1.A.2.a.,Iron and steel,Biomass,CO2,kt,NO
1990,1.A.2.a.,Iron and steel,Biomass,CH4,kt,NO
1990,1.A.2.a.,Iron and steel,Biomass,N2O,kt,NO
1990,1.A.2.b.,Non-ferrous metals,All fuels except biomass,CO2,kt,"IE,NO"
1990,1.A.2.b.,Non-ferrous metals,All fuels except biomass,CH4,kt,"IE,NO"
1990,1.A.2.b.,Non-ferrous metals,All fuels except biomass,N2O,kt,"IE,NO"
1990,1.A.2.b.,Non-ferrous metals,Liquid fuels,CO2,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Liquid fuels,CH4,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Liquid fuels,N2O,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Solid fuels,CO2,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Solid fuels,CH4,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Solid fuels,N2O,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Gaseous fuels,CO2,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Gaseous fuels,CH4,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Gaseous fuels,N2O,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Other fossil fuels,CO2,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Other fossil fuels,CH4,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Other fossil fuels,N2O,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Peat,CO2,kt,NO
1990,1.A.2.b.,Non-ferrous metals,Peat,CH4,kt,NO
1990,1.A.2.b.,Non-ferrous metals,Peat,N2O,kt,NO
1990,1.A.2.b.,Non-ferrous metals,Biomass,CO2,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Biomass,CH4,kt,IE
1990,1.A.2.b.,Non-ferrous metals,Biomass,N2O,kt,IE
1990,1.A.2.c.,Chemicals,All fuels except biomass,CO2,kt,1412.1941545377642
1990,1.A.2.c.,Chemicals,All fuels except biomass,CH4,kt,0.056254134825591426
1990,1.A.2.c.,Chemicals,All fuels except biomass,N2O,kt,0.015074725124824549
1990,1.A.2.c.,Chemicals,Liquid fuels,CO2,kt,1373.20602573094
1990,1.A.2.c.,Chemicals,Liquid fuels,CH4,kt,0.0424471807958687
1990,1.A.2.c.,Chemicals,Liquid fuels,N2O,kt,0.00831399849436614
1990,1.A.2.c.,Chemicals,Solid fuels,CO2,kt,38.9881288068244
1990,1.A.2.c.,Chemicals,Solid fuels,CH4,kt,0.00416461406972273
1990,1.A.2.c.,Chemicals,Solid fuels,N2O,kt,0.000624692110458409
1990,1.A.2.c.,Chemicals,Gaseous fuels,CO2,kt,NO
1990,1.A.2.c.,Chemicals,Gaseous fuels,CH4,kt,NO
1990,1.A.2.c.,Chemicals,Gaseous fuels,N2O,kt,NO
1990,1.A.2.c.,Chemicals,Other fossil fuels,CO2,kt,NO
1990,1.A.2.c.,Chemicals,Other fossil fuels,CH4,kt,NO
1990,1.A.2.c.,Chemicals,Other fossil fuels,N2O,kt,NO
1990,1.A.2.c.,Chemicals,Peat,CO2,kt,NO
1990,1.A.2.c.,Chemicals,Peat,CH4,kt,NO
1990,1.A.2.c.,Chemicals,Peat,N2O,kt,NO
1990,1.A.2.c.,Chemicals,Biomass,CO2,kt,98.17655232
1990,1.A.2.c.,Chemicals,Biomass,CH4,kt,0.00964233996
1990,1.A.2.c.,Chemicals,Biomass,N2O,kt,0.00613603452
1990,1.A.2.d.,"Pulp, paper and print",All fuels except biomass,CO2,kt,753.744645518292
1990,1.A.2.d.,"Pulp, paper and print",All fuels except biomass,CH4,kt,0.608731321317415
1990,1.A.2.d.,"Pulp, paper and print",All fuels except biomass,N2O,kt,0.0928495681220156
1990,1.A.2.d.,"Pulp, paper and print",Liquid fuels,CO2,kt,753.744645518292
1990,1.A.2.d.,"Pulp, paper and print",Liquid fuels,CH4,kt,0.155935287022505
1990,1.A.2.d.,"Pulp, paper and print",Liquid fuels,N2O,kt,0.00621086719229739
1990,1.A.2.d.,"Pulp, paper and print",Solid fuels,CO2,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Solid fuels,CH4,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Solid fuels,N2O,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Gaseous fuels,CO2,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Gaseous fuels,CH4,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Gaseous fuels,N2O,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Other fossil fuels,CO2,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Other fossil fuels,CH4,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Other fossil fuels,N2O,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Peat,CO2,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Peat,CH4,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Peat,N2O,kt,NO
1990,1.A.2.d.,"Pulp, paper and print",Biomass,CO2,kt,2996.42641225217
1990,1.A.2.d.,"Pulp, paper and print",Biomass,CH4,kt,0.45279603429491
1990,1.A.2.d.,"Pulp, paper and print",Biomass,N2O,kt,0.0866387009297182
1990,1.A.2.e.,"Food processing, beverages and tobacco",All fuels except biomass,CO2,kt,830.4154713243381
1990,1.A.2.e.,"Food processing, beverages and tobacco",All fuels except biomass,CH4,kt,0.06752639701980692
1990,1.A.2.e.,"Food processing, beverages and tobacco",All fuels except biomass,N2O,kt,0.032897526552573254
1990,1.A.2.e.,"Food processing, beverages and tobacco",Liquid fuels,CO2,kt,829.266335837455
1990,1.A.2.e.,"Food processing, beverages and tobacco",Liquid fuels,CH4,kt,0.0308891911264414
1990,1.A.2.e.,"Food processing, beverages and tobacco",Liquid fuels,N2O,kt,0.00963979731257325
1990,1.A.2.e.,"Food processing, beverages and tobacco",Solid fuels,CO2,kt,1.14913548688306
1990,1.A.2.e.,"Food processing, beverages and tobacco",Solid fuels,CH4,kt,0.00011690086336552
1990,1.A.2.e.,"Food processing, beverages and tobacco",Solid fuels,N2O,kt,1.753513e-05
1990,1.A.2.e.,"Food processing, beverages and tobacco",Gaseous fuels,CO2,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Gaseous fuels,CH4,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Gaseous fuels,N2O,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Other fossil fuels,CO2,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Other fossil fuels,CH4,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Other fossil fuels,N2O,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Peat,CO2,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Peat,CH4,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Peat,N2O,kt,NO
1990,1.A.2.e.,"Food processing, beverages and tobacco",Biomass,CO2,kt,371.84310576
1990,1.A.2.e.,"Food processing, beverages and tobacco",Biomass,CH4,kt,0.03652030503
1990,1.A.2.e.,"Food processing, beverages and tobacco",Biomass,N2O,kt,0.02324019411
1990,1.A.2.f.,Non-metallic minerals,All fuels except biomass,CO2,kt,3289.0674601033047
1990,1.A.2.f.,Non-metallic minerals,All fuels except biomass,CH4,kt,0.3890437639037339
1990,1.A.2.f.,Non-metallic minerals,All fuels except biomass,N2O,kt,0.1253910499248812
1990,1.A.2.f.,Non-metallic minerals,Liquid fuels,CO2,kt,1319.09794645969
1990,1.A.2.f.,Non-metallic minerals,Liquid fuels,CH4,kt,0.258344017773153
1990,1.A.2.f.,Non-metallic minerals,Liquid fuels,N2O,kt,0.0360823124418966
1990,1.A.2.f.,Non-metallic minerals,Solid fuels,CO2,kt,1957.74224527254
1990,1.A.2.f.,Non-metallic minerals,Solid fuels,CH4,kt,0.0535097401174337
1990,1.A.2.f.,Non-metallic minerals,Solid fuels,N2O,kt,0.0144910369585307
1990,1.A.2.f.,Non-metallic minerals,Gaseous fuels,CO2,kt,0.0123253034746821
1990,1.A.2.f.,Non-metallic minerals,Gaseous fuels,CH4,kt,1.108527e-05
1990,1.A.2.f.,Non-metallic minerals,Gaseous fuels,N2O,kt,2.436944e-07
1990,1.A.2.f.,Non-metallic minerals,Other fossil fuels,CO2,kt,12.2149430676
1990,1.A.2.f.,Non-metallic minerals,Other fossil fuels,CH4,kt,0.00051623416388816
1990,1.A.2.f.,Non-metallic minerals,Other fossil fuels,N2O,kt,0.0002993858595
1990,1.A.2.f.,Non-metallic minerals,Peat,CO2,kt,NO
1990,1.A.2.f.,Non-metallic minerals,Peat,CH4,kt,NO
1990,1.A.2.f.,Non-metallic minerals,Peat,N2O,kt,NO
1990,1.A.2.f.,Non-metallic minerals,Biomass,CO2,kt,1196.32932873135
1990,1.A.2.f.,Non-metallic minerals,Biomass,CH4,kt,0.076662686579259
1990,1.A.2.f.,Non-metallic minerals,Biomass,N2O,kt,0.0745180709705539
1990,1.A.2.g.,Other,All fuels except biomass,CO2,kt,2194.5641537015795
1990,1.A.2.g.,Other,All fuels except biomass,CH4,kt,0.11566151930424395
1990,1.A.2.g.,Other,All fuels except biomass,N2O,kt,0.131064478267419
1990,1.A.2.g.,Other,Liquid fuels,CO2,kt,2145.2482170120315
1990,1.A.2.g.,Other,Liquid fuels,CH4,kt,0.0834417323695351
1990,1.A.2.g.,Other,Liquid fuels,N2O,kt,0.11307168781526267
1990,1.A.2.g.,Other,Solid fuels,CO2,kt,49.315936689547904
1990,1.A.2.g.,Other,Solid fuels,CH4,kt,0.00516220814470884
1990,1.A.2.g.,Other,Solid fuels,N2O,kt,0.000774331222156326
1990,1.A.2.g.,Other,Gaseous fuels,CO2,kt,"IE,NO"
1990,1.A.2.g.,Other,Gaseous fuels,CH4,kt,"IE,NO"
1990,1.A.2.g.,Other,Gaseous fuels,N2O,kt,"IE,NO"
1990,1.A.2.g.,Other,Other fossil fuels,CO2,kt,"IE,NO"
1990,1.A.2.g.,Other,Other fossil fuels,CH4,kt,"IE,NO"
1990,1.A.2.g.,Other,Other fossil fuels,N2O,kt,"IE,NO"
1990,1.A.2.g.,Other,Peat,CO2,kt,NO
1990,1.A.2.g.,Other,Peat,CH4,kt,NO
1990,1.A.2.g.,Other,Peat,N2O,kt,NO
1990,1.A.2.g.,Other,Biomass,CO2,kt,275.49534767999995
1990,1.A.2.g.,Other,Biomass,CH4,kt,0.02705757879
1990,1.A.2.g.,Other,Biomass,N2O,kt,0.01721845923
1990,1.A.2.g.i.,Manufacturing of machinery,All fuels except biomass,CO2,kt,364.5392487465739
1990,1.A.2.g.i.,Manufacturing of machinery,All fuels except biomass,CH4,kt,0.01591763748569059
1990,1.A.2.g.i.,Manufacturing of machinery,All fuels except biomass,N2O,kt,0.011216105048535475
1990,1.A.2.g.i.,Manufacturing of machinery,Liquid fuels,CO2,kt,315.511115201106
1990,1.A.2.g.i.,Manufacturing of machinery,Liquid fuels,CH4,kt,0.00921499117998175
1990,1.A.2.g.i.,Manufacturing of machinery,Liquid fuels,N2O,kt,0.00944763589067915
1990,1.A.2.g.i.,Manufacturing of machinery,Solid fuels,CO2,kt,49.0281335454679
1990,1.A.2.g.i.,Manufacturing of machinery,Solid fuels,CH4,kt,0.00513371278570884
1990,1.A.2.g.i.,Manufacturing of machinery,Solid fuels,N2O,kt,0.000770056917856326
1990,1.A.2.g.i.,Manufacturing of machinery,Gaseous fuels,CO2,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Gaseous fuels,CH4,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Gaseous fuels,N2O,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Other fossil fuels,CO2,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Other fossil fuels,CH4,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Other fossil fuels,N2O,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Peat,CO2,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Peat,CH4,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Peat,N2O,kt,NO
1990,1.A.2.g.i.,Manufacturing of machinery,Biomass,CO2,kt,15.97459584
1990,1.A.2.g.i.,Manufacturing of machinery,Biomass,CH4,kt,0.00156893352
1990,1.A.2.g.i.,Manufacturing of machinery,Biomass,N2O,kt,0.00099841224
